battery_health,battery_cycles,screen_on_time,charging_frequency,fast_charging,charging_overnight,overheating,drop_history,water_damage,sensor_issues,battery_bulging,screen_cracked,buttons_not_working,ram_usage,storage_usage,age_months,overcharged,label
65,599,6,2,0,1,0,0,0,0,0,0,0,51,48,30,1,Needs Maintenance
38,945,9,4,0,0,0,1,0,1,1,0,1,71,47,31,0,Needs Maintenance
30,1021,5,1,1,1,0,0,0,0,0,0,0,63,67,48,1,Critical
58,635,5,3,1,1,0,0,0,0,0,0,0,84,53,8,1,Needs Maintenance
73,349,3,2,0,1,0,0,0,1,0,1,0,50,57,22,1,Needs Maintenance
79,286,4,3,0,1,0,0,0,0,0,0,0,68,33,3,1,Healthy
66,597,6,3,0,1,0,1,1,0,0,0,0,62,77,14,0,Needs Maintenance
55,612,5,2,0,1,0,1,0,0,0,0,0,97,60,5,1,Needs Maintenance
25,1168,6,3,0,0,0,1,0,0,0,0,0,50,72,38,0,Needs Maintenance
65,584,2,1,0,1,0,1,0,1,0,0,0,77,58,19,0,Needs Maintenance
69,461,2,1,0,1,0,0,0,0,0,0,0,45,66,30,1,Needs Maintenance
30,1067,3,1,0,1,0,1,0,1,0,0,0,64,50,35,0,Needs Maintenance
48,755,6,2,1,1,0,0,0,0,0,0,0,62,87,45,1,Critical
64,503,5,3,0,1,0,0,0,0,0,1,0,78,95,14,1,Needs Maintenance
63,628,8,2,0,1,0,1,0,0,0,0,0,68,20,15,0,Needs Maintenance
91,220,5,1,0,1,0,1,0,0,0,0,0,56,64,12,1,Healthy
72,412,5,2,1,1,0,1,0,0,0,1,1,93,75,17,0,Needs Maintenance
61,592,4,1,1,1,0,1,0,0,0,1,0,92,62,6,0,Needs Maintenance
83,266,8,3,0,1,0,0,1,1,0,0,0,73,26,3,0,Healthy
46,772,4,2,0,1,1,0,0,1,0,0,0,68,65,32,1,Critical
50,716,3,2,0,1,0,1,1,0,0,0,0,51,56,39,1,Needs Maintenance
74,404,2,1,1,1,0,1,0,0,0,0,0,64,79,20,0,Needs Maintenance
55,608,2,1,0,1,0,0,1,0,0,1,1,61,100,26,0,Needs Maintenance
67,532,7,2,0,0,0,1,0,0,0,0,0,77,59,23,0,Needs Maintenance
82,328,2,1,1,1,0,0,0,0,0,1,0,78,71,11,0,Healthy
45,759,4,2,0,1,1,0,0,0,0,0,0,40,59,25,0,Critical
43,861,4,2,1,1,0,0,0,0,0,0,0,89,89,21,0,Critical
58,708,5,3,0,1,0,0,0,1,0,1,0,73,64,14,1,Needs Maintenance
62,559,6,3,0,1,0,0,0,0,0,0,1,82,90,12,0,Needs Maintenance
57,588,4,1,1,1,0,0,0,1,0,0,1,96,42,16,1,Needs Maintenance
82,267,3,3,1,0,0,0,0,1,0,0,0,78,75,3,0,Healthy
45,864,7,3,0,0,0,1,0,0,0,1,1,71,65,47,0,Needs Maintenance
54,688,4,2,1,0,0,0,0,0,0,0,0,73,82,23,0,Needs Maintenance
58,579,6,2,0,1,0,0,0,0,0,0,1,81,39,40,0,Needs Maintenance
76,406,7,3,0,0,0,1,0,0,0,0,0,85,84,9,0,Needs Maintenance
45,793,3,1,1,0,0,0,0,0,0,0,0,48,70,30,0,Critical
57,684,6,2,0,0,0,0,0,0,0,0,0,87,56,26,0,Needs Maintenance
74,432,6,3,0,1,0,0,0,1,0,1,0,51,84,11,1,Needs Maintenance
75,383,3,2,1,1,0,0,0,0,0,0,0,60,66,12,1,Needs Maintenance
66,549,3,3,1,1,0,1,0,0,0,0,0,59,20,27,0,Needs Maintenance
41,866,6,2,0,1,0,0,0,0,0,0,0,54,53,43,0,Critical
65,613,5,1,1,1,0,0,0,0,0,1,0,59,84,28,1,Needs Maintenance
62,583,5,1,0,1,0,1,1,1,0,1,0,75,66,13,1,Needs Maintenance
24,1073,4,2,1,1,0,0,0,0,1,1,0,81,36,44,1,Needs Maintenance
62,561,2,1,1,0,0,0,0,0,0,0,0,70,77,10,0,Needs Maintenance
39,961,7,2,1,1,0,1,0,0,0,0,0,69,91,32,0,Needs Maintenance
68,525,5,2,0,1,0,0,0,0,0,1,0,50,83,14,0,Needs Maintenance
66,548,3,3,1,1,0,0,0,0,0,0,0,52,48,18,0,Needs Maintenance
59,567,6,2,1,1,0,0,0,0,0,0,0,77,33,20,1,Needs Maintenance
57,653,4,2,1,1,0,0,0,1,0,0,0,39,75,16,0,Needs Maintenance
46,852,2,1,0,1,0,0,0,0,0,0,1,50,25,28,0,Critical
62,515,2,2,0,1,0,0,0,1,0,1,0,60,98,16,1,Needs Maintenance
61,644,3,3,0,1,0,0,0,0,0,1,0,50,59,27,0,Needs Maintenance
58,625,6,4,1,1,0,0,0,0,0,1,0,71,65,22,1,Needs Maintenance
66,487,2,1,1,1,0,1,0,0,0,0,0,59,76,23,1,Needs Maintenance
72,489,5,2,0,0,0,1,0,0,0,0,0,52,50,17,0,Needs Maintenance
63,517,3,2,1,0,0,0,0,0,0,0,0,78,86,11,0,Needs Maintenance
61,597,6,4,1,1,0,0,0,0,0,1,0,41,65,31,1,Needs Maintenance
35,986,2,1,1,1,1,0,0,1,1,1,0,61,50,36,1,Needs Maintenance
51,710,2,1,1,1,0,0,0,0,0,1,0,91,68,19,0,Needs Maintenance
46,737,5,2,0,1,1,1,0,1,0,1,0,67,55,21,0,Needs Maintenance
38,988,9,3,1,1,0,0,0,1,1,0,0,69,72,26,1,Critical
61,610,4,3,0,1,0,1,0,1,0,0,0,85,55,33,1,Needs Maintenance
38,970,5,1,1,1,0,0,0,0,0,0,0,57,72,29,1,Critical
74,406,4,3,0,0,0,0,1,0,0,0,0,69,89,20,0,Needs Maintenance
68,509,2,2,1,1,0,0,0,0,0,1,0,52,58,22,1,Needs Maintenance
45,895,2,1,0,0,0,0,0,0,0,0,0,72,79,34,0,Critical
45,813,7,2,0,1,0,0,1,0,0,0,0,86,75,43,0,Critical
64,513,2,1,1,1,0,0,0,0,0,0,0,94,52,20,0,Needs Maintenance
51,675,4,1,1,0,0,0,0,0,0,0,0,85,40,26,0,Needs Maintenance
76,383,9,3,0,1,0,0,0,0,0,0,0,66,40,5,1,Healthy
40,847,5,2,0,0,0,0,0,0,0,1,0,80,86,44,0,Needs Maintenance
58,688,6,3,1,1,0,0,0,0,0,1,0,75,26,26,1,Needs Maintenance
52,718,5,2,0,1,0,0,0,0,0,0,1,100,35,27,0,Needs Maintenance
75,393,3,2,1,1,0,0,0,0,0,0,0,51,67,5,1,Needs Maintenance
91,203,5,2,1,0,0,0,0,0,0,0,0,83,52,3,0,Healthy
30,987,8,3,0,0,1,0,0,0,1,0,0,79,94,36,0,Critical
70,497,3,1,0,1,0,0,1,0,0,0,0,65,59,19,1,Needs Maintenance
59,601,4,2,0,1,0,0,0,0,0,0,0,73,32,17,0,Needs Maintenance
67,542,5,2,1,1,0,0,0,0,0,0,0,51,88,3,1,Needs Maintenance
64,519,4,1,1,1,0,1,0,1,0,0,1,61,96,13,0,Needs Maintenance
56,716,4,3,0,1,0,0,0,1,0,0,0,65,47,52,1,Needs Maintenance
58,715,5,2,1,0,0,0,0,0,0,0,0,69,20,30,0,Needs Maintenance
71,480,2,1,0,1,0,1,0,0,0,0,0,68,71,19,1,Needs Maintenance
38,861,6,4,1,0,1,0,0,0,0,1,0,79,78,38,0,Needs Maintenance
52,803,4,3,0,1,0,1,1,0,0,0,0,100,43,31,1,Needs Maintenance
65,514,2,1,1,1,0,0,0,0,0,0,0,70,50,29,0,Needs Maintenance
83,262,3,3,1,1,0,0,0,0,0,0,0,72,76,6,1,Healthy
51,681,2,1,0,1,0,0,1,0,0,0,0,79,91,20,1,Needs Maintenance
60,616,7,4,0,1,0,1,0,1,0,0,0,69,62,16,1,Needs Maintenance
55,655,4,2,0,1,0,0,0,0,0,0,0,67,65,26,1,Needs Maintenance
36,1000,6,4,0,1,0,0,0,0,0,0,0,73,100,40,1,Critical
77,281,2,1,0,1,0,1,0,0,0,1,0,86,40,3,0,Needs Maintenance
62,652,2,1,1,0,0,0,0,0,0,0,0,72,99,14,0,Needs Maintenance
50,773,5,2,1,1,0,1,0,0,0,0,0,49,53,41,0,Needs Maintenance
35,982,4,1,0,1,0,0,0,0,1,0,0,64,57,30,0,Critical
64,581,4,1,0,1,0,0,0,1,0,0,0,59,85,29,0,Needs Maintenance
64,570,2,1,0,1,0,0,0,0,0,0,0,90,64,3,1,Needs Maintenance
68,563,4,3,1,1,0,0,0,0,0,0,0,73,48,24,1,Needs Maintenance
45,883,6,2,1,1,1,0,1,0,0,0,0,71,53,14,0,Critical
88,233,4,1,0,1,0,0,0,0,0,0,0,81,90,15,1,Needs Maintenance
59,650,5,3,0,0,0,1,0,0,0,0,0,53,64,25,0,Needs Maintenance
53,645,4,2,1,0,0,0,0,0,0,0,0,71,90,23,0,Needs Maintenance
76,432,6,3,0,1,0,0,0,1,0,0,0,66,81,34,0,Healthy
70,418,4,2,1,1,0,0,0,0,0,0,0,70,57,9,1,Needs Maintenance
62,541,2,2,1,1,0,0,0,0,0,1,1,54,89,16,0,Needs Maintenance
65,485,2,1,0,1,0,1,0,1,0,1,0,69,90,23,1,Needs Maintenance
59,541,4,2,0,0,0,0,0,0,0,0,0,71,39,14,0,Needs Maintenance
62,560,4,1,0,1,0,0,1,0,0,1,0,59,69,28,0,Needs Maintenance
37,891,5,2,0,1,0,1,0,1,0,0,0,61,77,36,1,Needs Maintenance
61,647,5,2,0,0,0,0,0,0,0,0,0,82,71,23,0,Needs Maintenance
69,471,5,1,0,1,0,1,0,0,0,0,0,73,48,7,1,Needs Maintenance
76,369,3,2,1,1,0,1,0,0,0,0,0,70,85,3,1,Needs Maintenance
58,610,8,3,0,1,0,0,0,0,0,0,0,59,87,36,0,Needs Maintenance
62,523,7,2,1,1,0,0,0,0,0,1,0,69,63,17,1,Needs Maintenance
85,278,6,4,0,1,0,1,0,0,0,0,0,56,30,9,0,Healthy
57,718,7,3,0,0,0,1,0,0,0,0,0,72,39,20,0,Needs Maintenance
83,262,4,1,0,0,0,1,0,0,0,0,0,61,67,5,0,Healthy
60,682,5,1,0,0,0,0,0,0,0,0,0,53,54,38,0,Needs Maintenance
45,829,2,2,0,0,0,0,0,0,0,0,0,62,75,30,0,Critical
43,899,7,3,1,1,1,1,0,0,0,0,0,58,84,28,0,Needs Maintenance
62,598,4,2,0,0,0,0,0,1,0,1,0,77,66,30,0,Needs Maintenance
49,748,5,3,0,0,1,1,0,0,0,1,0,56,79,19,0,Needs Maintenance
42,871,7,2,0,0,0,0,0,0,0,0,0,57,53,35,0,Critical
44,890,5,3,0,1,1,1,0,0,0,0,0,57,73,30,1,Needs Maintenance
56,740,6,2,1,1,0,0,0,0,0,1,0,83,69,21,0,Needs Maintenance
57,588,2,1,1,1,0,1,0,0,0,0,0,64,100,24,1,Needs Maintenance
67,521,8,3,1,1,0,1,0,0,0,0,0,92,61,25,1,Needs Maintenance
56,647,4,2,0,1,0,0,0,0,0,0,0,79,55,18,0,Needs Maintenance
42,947,6,3,1,1,0,0,0,0,0,0,0,64,87,31,1,Critical
55,633,3,3,1,1,0,1,0,0,0,1,0,73,40,34,0,Needs Maintenance
57,595,4,1,1,1,0,0,1,0,0,0,0,83,46,15,1,Needs Maintenance
52,674,5,1,1,1,0,0,0,0,0,0,0,68,67,37,0,Needs Maintenance
28,1060,5,1,0,0,1,0,0,1,0,0,1,76,72,43,0,Critical
59,557,3,2,0,0,0,1,0,1,0,1,0,77,46,15,0,Needs Maintenance
53,656,3,3,1,1,0,0,0,0,0,1,0,94,80,16,0,Needs Maintenance
52,716,5,1,0,1,0,1,0,0,0,0,0,94,75,17,0,Needs Maintenance
72,480,3,2,0,1,0,1,1,1,0,0,0,90,87,28,0,Needs Maintenance
49,795,7,2,0,1,0,0,0,0,0,0,0,44,60,52,1,Critical
63,604,2,2,0,0,0,0,0,0,0,1,0,58,48,18,0,Needs Maintenance
71,508,4,3,1,1,0,1,0,0,0,0,0,72,32,33,1,Needs Maintenance
77,421,5,1,0,1,0,0,0,0,0,0,1,76,82,16,0,Healthy
63,577,5,3,1,0,0,1,0,0,0,0,1,76,66,18,0,Needs Maintenance
51,683,4,2,0,1,0,1,0,1,0,0,0,77,80,28,1,Needs Maintenance
62,602,2,1,1,1,0,1,0,1,0,1,0,81,78,27,1,Needs Maintenance
54,734,5,3,0,0,0,0,1,0,0,0,0,71,85,42,0,Needs Maintenance
61,658,3,1,1,1,0,0,1,0,0,0,0,69,73,16,0,Needs Maintenance
55,732,7,3,0,1,0,0,0,1,0,0,0,80,99,10,1,Needs Maintenance
64,629,4,2,1,0,0,0,0,0,0,0,0,69,37,3,0,Needs Maintenance
51,702,6,4,0,1,0,1,0,0,0,1,0,54,46,30,0,Needs Maintenance
50,751,2,1,0,0,0,0,0,0,0,1,0,54,46,22,0,Needs Maintenance
31,990,5,1,0,1,0,0,0,0,0,0,0,76,66,47,1,Critical
70,390,5,2,1,1,0,0,0,0,0,1,0,45,84,23,0,Needs Maintenance
45,758,5,1,1,0,0,1,0,0,0,0,0,70,68,3,0,Needs Maintenance
44,765,3,1,0,0,0,0,1,1,0,0,0,77,100,14,0,Critical
74,364,5,2,1,1,0,0,0,0,0,0,0,92,28,21,1,Needs Maintenance
77,340,3,3,0,0,0,0,0,0,0,0,0,99,65,4,0,Needs Maintenance
62,517,3,2,0,1,0,1,0,0,0,0,1,74,80,28,1,Needs Maintenance
54,615,6,4,1,0,0,0,0,0,0,0,0,78,95,26,0,Needs Maintenance
75,403,3,1,0,1,0,0,0,0,0,0,1,58,83,5,1,Needs Maintenance
66,543,5,2,0,0,0,0,0,0,0,0,0,65,65,3,0,Needs Maintenance
74,457,3,1,1,1,0,0,0,0,0,0,0,30,80,40,1,Needs Maintenance
78,326,5,3,1,1,0,1,0,0,0,0,0,69,100,8,1,Needs Maintenance
67,511,2,1,0,0,0,1,0,0,0,0,0,44,71,27,0,Needs Maintenance
73,394,4,3,0,1,0,1,0,0,0,0,0,85,41,8,0,Needs Maintenance
69,509,4,3,0,1,0,0,0,0,0,0,0,82,49,14,1,Needs Maintenance
27,1133,3,2,1,1,1,0,0,0,1,0,0,92,87,38,1,Critical
53,699,6,2,0,1,0,0,0,0,0,0,0,98,43,17,1,Needs Maintenance
53,789,3,3,1,1,0,1,0,0,0,0,0,72,52,28,0,Needs Maintenance
59,687,5,2,1,1,0,1,0,0,0,0,0,82,83,17,1,Needs Maintenance
58,679,9,5,0,0,0,0,0,0,0,0,1,64,56,31,0,Needs Maintenance
60,639,8,4,1,0,0,0,0,0,0,1,0,63,85,24,0,Needs Maintenance
79,366,3,1,1,1,0,1,0,0,0,0,0,81,50,18,1,Healthy
62,604,8,3,1,1,0,1,0,0,0,0,0,68,88,37,1,Needs Maintenance
63,579,4,2,1,0,0,0,0,0,0,0,0,79,61,29,0,Needs Maintenance
58,616,4,3,1,1,0,0,0,0,0,1,0,63,81,22,1,Needs Maintenance
46,794,5,2,1,0,0,0,0,0,0,0,1,67,23,31,0,Critical
58,675,2,1,1,0,0,0,0,0,0,0,0,58,51,33,0,Needs Maintenance
76,355,4,2,0,0,0,0,0,0,0,0,0,58,29,3,0,Healthy
59,676,2,1,0,1,0,0,0,0,0,0,0,79,60,5,0,Needs Maintenance
57,645,3,2,1,0,0,1,0,0,0,0,1,53,44,35,0,Needs Maintenance
58,603,6,3,0,1,0,1,0,0,0,0,0,47,76,40,0,Needs Maintenance
77,359,5,1,1,1,0,1,0,0,0,1,1,79,83,14,1,Healthy
76,444,3,1,0,0,0,1,0,0,0,1,0,55,51,13,0,Healthy
60,687,6,2,0,0,0,0,0,0,0,0,0,92,57,19,0,Needs Maintenance
68,431,2,1,1,1,0,0,1,0,0,0,0,68,39,16,1,Needs Maintenance
25,1056,6,2,0,0,0,1,0,0,0,0,0,73,72,32,0,Needs Maintenance
59,685,4,2,1,1,0,0,0,0,0,0,1,70,65,26,0,Needs Maintenance
40,870,2,1,1,1,0,0,0,0,0,0,0,74,65,38,0,Critical
56,587,2,1,0,1,0,0,0,0,0,1,0,66,100,16,1,Needs Maintenance
45,780,5,3,0,1,0,0,0,0,0,0,0,79,90,39,1,Critical
24,1068,5,1,0,1,1,0,1,0,0,0,0,52,41,53,1,Critical
42,835,7,4,0,1,1,0,0,0,0,1,0,50,84,36,0,Needs Maintenance
51,729,4,2,1,0,0,0,0,1,0,0,0,72,100,27,0,Needs Maintenance
55,600,3,3,1,1,0,1,1,0,0,0,0,61,100,12,1,Needs Maintenance
49,848,7,4,0,0,1,0,0,0,0,1,0,82,40,32,0,Needs Maintenance
58,574,4,2,1,0,0,0,0,1,0,1,0,95,75,14,0,Needs Maintenance
50,839,2,1,1,1,0,0,0,0,0,0,0,90,61,25,0,Critical
64,599,6,3,1,1,0,0,1,0,0,1,0,69,62,20,0,Needs Maintenance
40,841,3,2,1,0,0,1,1,0,0,0,0,80,83,32,0,Needs Maintenance
76,438,3,3,0,0,0,0,0,0,0,0,0,57,57,20,0,Healthy
74,417,6,4,1,0,0,0,0,0,0,1,0,73,38,19,0,Needs Maintenance
63,593,6,4,0,1,0,0,0,0,0,0,0,67,62,22,0,Needs Maintenance
80,341,6,4,1,0,0,0,0,0,0,1,0,80,30,17,0,Healthy
53,772,6,3,0,0,0,0,0,1,0,1,0,100,87,22,0,Needs Maintenance
56,691,2,2,0,1,0,1,0,0,0,0,1,70,68,22,1,Needs Maintenance
64,564,3,3,1,0,0,0,0,0,0,0,0,55,68,20,0,Needs Maintenance
57,626,5,2,0,0,0,1,0,0,0,1,1,80,41,17,0,Needs Maintenance
69,480,5,3,0,0,0,0,0,1,0,0,0,54,56,8,0,Needs Maintenance
54,696,8,2,0,1,0,0,0,1,0,1,0,81,59,31,0,Needs Maintenance
35,912,2,1,0,1,0,0,1,0,0,0,0,71,64,37,0,Critical
62,553,4,3,1,1,0,0,0,0,0,0,0,80,41,19,1,Needs Maintenance
58,579,4,1,0,1,0,1,1,0,0,1,0,75,88,36,1,Needs Maintenance
47,768,2,1,1,0,1,0,0,0,0,0,0,64,30,23,0,Critical
51,816,2,1,1,1,0,1,0,0,0,0,0,51,89,35,0,Needs Maintenance
61,609,5,2,1,1,0,0,0,0,0,0,0,43,85,17,1,Needs Maintenance
56,601,4,1,0,1,0,0,0,0,0,1,0,67,72,28,0,Needs Maintenance
75,332,8,2,0,1,0,1,0,0,0,0,0,49,80,16,1,Needs Maintenance
57,710,7,2,1,0,0,1,0,0,0,0,0,91,82,20,0,Needs Maintenance
59,683,5,2,1,0,0,0,0,0,0,1,0,62,50,18,0,Needs Maintenance
67,581,5,3,1,1,0,1,0,0,0,0,0,71,60,15,0,Needs Maintenance
52,647,5,3,1,1,0,0,1,0,0,0,0,51,55,34,0,Needs Maintenance
51,761,4,1,0,1,0,0,0,0,0,0,0,71,77,36,0,Needs Maintenance
66,493,5,3,0,0,0,0,0,0,0,0,1,46,62,3,0,Needs Maintenance
66,557,6,4,1,1,0,0,0,1,0,0,0,82,57,26,0,Needs Maintenance
79,326,2,2,1,0,0,1,0,0,0,0,0,80,100,8,0,Needs Maintenance
62,623,6,2,1,1,0,0,0,0,0,0,0,83,98,26,0,Needs Maintenance
51,767,3,3,1,1,0,0,0,1,0,0,0,81,68,39,1,Needs Maintenance
74,388,5,2,0,1,0,0,0,0,0,0,0,52,59,18,1,Needs Maintenance
41,813,4,1,1,0,0,0,0,0,0,1,0,56,71,38,0,Needs Maintenance
45,850,4,1,1,1,0,0,0,0,0,0,0,82,62,26,0,Critical
31,967,5,3,0,0,1,0,0,0,0,1,0,88,47,30,0,Needs Maintenance
84,318,6,2,0,1,0,0,0,0,0,0,0,97,76,16,0,Needs Maintenance
80,252,2,1,1,1,0,0,0,0,0,0,0,60,85,8,1,Needs Maintenance
82,203,7,2,1,1,0,0,0,0,0,0,1,91,72,18,1,Needs Maintenance
59,593,6,2,0,1,0,1,0,0,0,1,0,79,20,24,1,Needs Maintenance
81,245,2,2,0,0,0,1,0,1,0,0,0,30,50,17,0,Healthy
52,667,5,2,1,1,0,0,0,0,0,0,0,45,36,11,1,Needs Maintenance
21,1115,5,2,0,1,0,0,0,0,0,0,0,69,59,33,1,Critical
67,534,6,4,0,1,0,0,0,1,0,1,0,51,52,18,0,Needs Maintenance
36,1005,5,2,1,1,0,0,1,0,0,0,0,63,74,28,0,Critical
69,477,7,2,1,1,0,0,0,1,0,0,1,73,87,14,1,Needs Maintenance
57,723,10,3,0,1,0,1,0,0,0,0,0,57,51,28,0,Needs Maintenance
48,717,2,1,0,0,1,0,1,1,0,0,0,30,100,31,0,Critical
42,891,4,1,0,0,1,0,0,0,0,0,0,63,29,37,0,Critical
37,910,4,2,0,1,0,0,0,0,0,0,0,74,52,39,0,Critical
55,629,4,3,1,1,0,1,0,0,0,0,0,68,65,27,1,Needs Maintenance
61,613,7,4,0,0,0,1,1,0,0,0,0,71,56,15,0,Needs Maintenance
64,544,5,2,0,1,0,0,0,0,0,0,0,59,55,17,1,Needs Maintenance
61,667,4,1,1,0,0,0,0,0,0,0,0,57,55,47,0,Needs Maintenance
47,861,5,1,0,0,0,0,0,0,0,0,1,86,73,27,0,Critical
52,806,6,4,1,1,0,0,0,0,0,0,0,86,67,25,1,Needs Maintenance
47,856,8,2,0,0,0,0,0,0,0,0,0,85,78,45,0,Critical
48,738,5,3,1,1,0,1,0,1,0,0,0,62,72,29,0,Needs Maintenance
60,584,5,3,0,1,0,1,0,0,0,0,0,72,100,38,0,Needs Maintenance
73,435,6,3,1,1,0,1,0,0,0,0,0,78,73,21,0,Needs Maintenance
51,716,9,3,0,1,0,1,0,0,0,1,0,62,73,24,1,Needs Maintenance
27,1020,4,1,1,1,0,0,0,0,1,0,0,57,87,53,1,Critical
70,524,3,3,1,1,0,1,0,1,0,0,0,73,97,29,0,Needs Maintenance
58,716,4,3,1,1,0,0,0,0,0,0,1,79,26,24,1,Needs Maintenance
58,640,4,2,1,1,0,0,0,0,0,1,1,92,32,7,1,Needs Maintenance
62,531,6,2,0,1,0,0,1,0,0,0,0,70,51,29,1,Needs Maintenance
52,771,7,4,1,1,0,0,0,0,0,1,0,79,62,29,0,Needs Maintenance
68,539,3,1,0,1,0,1,0,0,0,0,0,72,80,19,0,Needs Maintenance
54,673,2,1,0,0,0,0,0,0,0,0,0,76,71,12,0,Needs Maintenance
34,927,3,3,1,1,0,0,0,1,1,1,1,69,67,36,0,Needs Maintenance
49,691,5,1,1,1,1,1,0,0,0,0,0,76,61,33,0,Needs Maintenance
72,438,5,2,0,1,0,0,0,0,0,0,0,70,84,20,1,Needs Maintenance
71,498,6,4,0,1,0,1,0,1,0,0,0,61,32,16,1,Needs Maintenance
61,612,4,3,1,1,0,0,0,0,0,0,0,54,83,22,1,Needs Maintenance
37,895,4,3,0,1,1,0,0,1,0,0,1,59,95,39,1,Critical
52,709,6,2,1,0,0,0,0,0,0,0,0,89,66,26,0,Needs Maintenance
82,330,4,2,1,1,0,0,0,1,0,1,0,56,75,33,0,Healthy
72,457,5,2,1,1,0,0,0,0,0,1,0,74,53,18,1,Needs Maintenance
64,629,3,1,1,0,0,0,0,1,0,1,0,80,83,24,0,Needs Maintenance
64,545,4,3,0,1,0,0,0,0,0,0,0,89,59,16,0,Needs Maintenance
66,508,4,3,0,0,0,0,0,0,0,1,0,76,70,28,0,Needs Maintenance
46,804,3,2,0,1,1,1,0,0,0,0,0,53,55,15,0,Needs Maintenance
66,485,3,1,0,1,0,0,0,0,0,0,0,61,68,13,1,Needs Maintenance
38,880,4,1,1,0,1,0,0,1,0,0,0,63,83,41,0,Critical
65,599,6,4,0,1,0,0,0,0,0,0,0,86,65,27,1,Needs Maintenance
62,609,8,3,0,0,0,1,0,0,0,0,0,79,94,39,0,Needs Maintenance
68,449,4,3,0,1,0,0,0,0,0,1,0,73,69,16,1,Needs Maintenance
59,598,4,2,0,1,0,0,0,0,0,0,1,58,48,44,0,Needs Maintenance
64,607,6,4,0,0,0,1,0,1,0,0,0,61,100,25,0,Needs Maintenance
76,354,7,4,0,0,0,0,0,0,0,1,0,73,65,13,0,Healthy
62,592,2,1,0,1,0,1,0,0,0,0,0,88,85,16,1,Needs Maintenance
58,644,6,3,1,1,0,1,0,1,0,0,0,86,64,23,1,Needs Maintenance
74,425,6,4,0,1,0,0,0,0,0,0,0,62,78,3,0,Needs Maintenance
66,586,2,1,1,1,0,0,1,1,0,0,0,100,31,9,1,Needs Maintenance
55,620,6,3,1,1,0,0,0,1,0,0,0,78,57,3,0,Needs Maintenance
49,736,4,3,0,0,0,0,1,0,0,1,1,73,55,25,0,Needs Maintenance
66,455,3,2,1,1,0,1,0,0,0,1,0,81,46,3,1,Needs Maintenance
61,575,5,2,1,0,0,1,0,0,0,0,0,100,58,20,0,Needs Maintenance
49,759,3,1,0,1,1,1,0,1,0,1,0,87,69,36,0,Needs Maintenance
62,631,6,2,1,1,0,1,0,0,0,1,0,78,41,30,1,Needs Maintenance
50,713,4,1,0,0,0,1,0,1,0,0,0,100,57,27,0,Needs Maintenance
43,783,4,1,0,1,1,1,0,0,0,0,0,73,35,36,1,Needs Maintenance
78,402,4,2,0,1,0,0,1,0,0,0,1,94,64,3,0,Needs Maintenance
66,541,7,4,1,1,0,0,0,1,0,0,0,55,36,20,1,Needs Maintenance
61,605,3,2,0,0,0,1,0,1,0,0,0,82,60,23,0,Needs Maintenance
77,387,7,4,0,1,0,0,0,1,0,0,0,92,54,13,0,Needs Maintenance
53,730,2,2,0,1,0,0,0,1,0,0,0,96,50,39,0,Needs Maintenance
40,896,4,2,1,1,0,0,0,1,0,1,1,75,85,23,0,Needs Maintenance
55,640,6,3,1,1,0,0,0,0,0,0,1,67,24,33,1,Needs Maintenance
47,836,5,3,0,0,0,0,0,0,0,1,0,93,74,27,0,Needs Maintenance
27,1061,3,2,0,1,0,1,1,0,1,0,0,57,62,27,1,Needs Maintenance
50,773,8,2,0,1,0,0,0,0,0,0,0,65,67,19,0,Critical
85,235,5,1,0,0,0,0,0,1,0,0,0,52,52,10,0,Healthy
70,510,3,2,1,0,0,1,0,0,0,0,0,80,76,27,0,Needs Maintenance
75,444,2,1,0,1,0,1,0,0,0,0,0,71,69,11,1,Needs Maintenance
72,359,8,2,1,1,0,0,0,0,0,0,0,30,91,8,0,Needs Maintenance
66,485,3,1,1,0,0,1,0,0,0,0,0,58,42,27,0,Needs Maintenance
64,596,4,1,0,0,0,0,0,0,0,0,0,62,87,19,0,Needs Maintenance
74,408,8,4,1,0,0,0,0,0,0,1,0,91,52,3,0,Needs Maintenance
25,1122,6,4,1,0,0,0,0,0,0,1,0,76,97,42,0,Needs Maintenance
69,472,2,2,0,1,0,1,0,0,0,0,0,63,95,27,0,Needs Maintenance
71,394,6,4,0,0,0,0,0,0,0,1,0,65,62,3,0,Needs Maintenance
49,707,3,1,1,1,0,1,0,0,0,0,0,77,82,21,0,Needs Maintenance
53,646,7,2,0,1,0,0,0,0,0,0,0,89,85,15,0,Needs Maintenance
44,867,2,1,0,1,1,0,0,0,0,1,1,62,44,34,0,Needs Maintenance
59,598,2,2,1,0,0,0,0,0,0,0,0,54,60,22,0,Needs Maintenance
46,788,2,2,0,1,0,0,1,0,0,0,0,30,86,23,1,Critical
60,535,3,3,0,1,0,0,0,0,0,0,0,59,76,12,0,Needs Maintenance
72,436,4,3,1,1,0,0,0,0,0,0,0,46,33,20,0,Needs Maintenance
62,575,2,1,0,1,0,0,0,0,0,0,0,56,98,10,1,Needs Maintenance
60,647,6,4,0,1,0,0,1,0,0,1,0,48,50,20,1,Needs Maintenance
49,741,5,3,0,0,0,0,0,1,0,1,0,94,56,25,0,Needs Maintenance
47,767,5,2,0,1,1,0,0,0,0,0,0,39,87,27,1,Critical
43,792,3,3,1,1,1,1,0,0,0,0,0,75,73,36,0,Needs Maintenance
